rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,rssi_11,rssi_12,rssi_13,rssi_14,rssi_15,rssi_16,rssi_17,rssi_18,rssi_19,rssi_20,rssi_21,rssi_22,rssi_23,rssi_24,rssi_25,rssi_26,rssi_27,rssi_28,rssi_29,rssi_30,rssi_31,rssi_32,rssi_33,rssi_34,rssi_35,rssi_36,rssi_37,rssi_38,rssi_39,rssi_40,rssi_41,rssi_42,rssi_43,rssi_44,rssi_45,rssi_46,rssi_47,rssi_48,rssi_49,rssi_50,rssi_51,rssi_52,rssi_53,rssi_54,rssi_55,rssi_56,rssi_57,rssi_58,rssi_59,rssi_60,rssi_61,rssi_62,rssi_63,rssi_64,rssi_65,rssi_66,rssi_67,rssi_68,rssi_69,rssi_70,rssi_71,rssi_72,rssi_73,rssi_74,rssi_75,rssi_76,rssi_77,rssi_78,rssi_79,rssi_80,rssi_81,rssi_82,rssi_83,rssi_84,rssi_85,rssi_86,rssi_87,rssi_88,rssi_89,rssi_90,rssi_91,rssi_92,rssi_93,rssi_94,rssi_95,rssi_96,rssi_97,rssi_98,rssi_99,x,y,floor
-43,-43,-43,-43,-43,-43,-43,-44,-44,-44,-44,-54,-57,-64,-67,-68,-72,-73,-74,-74,-74,-74,-74,-75,-75,-75,-75,-76,-76,-77,-77,-77,-77,-77,-77,-78,-78,-78,-78,-78,-78,-79,-79,-79,-79,-79,-80,-80,-81,-81,-81,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-83,-83,-83,-83,-83,-83,-83,-83,-84,-84,-85,-85,-85,-85,-85,-85,-85,-86,-86,-86,-86,-87,-87,-87,-87,-87,-87,-87,-87,-88,-88,-88,-88,-88,-88,-88,209.58148,179.18875,0
-40,-40,-41,-42,-42,-42,-43,-45,-45,-45,-45,-46,-59,-61,-62,-63,-66,-69,-72,-73,-74,-74,-75,-75,-75,-75,-75,-75,-75,-75,-76,-76,-77,-77,-78,-78,-78,-78,-78,-78,-78,-78,-79,-79,-79,-79,-79,-79,-79,-80,-80,-80,-81,-81,-81,-81,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-83,-83,-83,-83,-83,-83,-83,-84,-84,-85,-85,-85,-85,-85,-86,-86,-86,-86,-87,-87,-87,-87,-87,-87,-87,-87,-88,-88,-88,-88,-88,-88,-88,-88,212.72125,177.8522,0
-40,-44,-44,-44,-44,-45,-45,-45,-45,-45,-46,-46,-53,-64,-65,-66,-69,-72,-72,-72,-72,-72,-72,-73,-73,-73,-73,-74,-74,-74,-75,-75,-75,-77,-78,-78,-78,-78,-78,-78,-79,-79,-79,-79,-79,-79,-80,-80,-80,-80,-80,-81,-81,-81,-81,-82,-82,-82,-82,-82,-82,-82,-82,-83,-83,-83,-83,-83,-83,-83,-83,-83,-83,-83,-83,-84,-84,-85,-85,-85,-85,-86,-87,-87,-87,-87,-87,-87,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,212.72125,177.8522,0
-40,-41,-41,-41,-42,-42,-44,-45,-45,-45,-45,-45,-51,-58,-65,-65,-69,-71,-72,-72,-73,-73,-73,-73,-74,-75,-75,-75,-75,-75,-75,-75,-76,-76,-76,-76,-77,-77,-77,-78,-78,-78,-78,-79,-79,-79,-79,-80,-80,-80,-80,-80,-81,-81,-81,-81,-82,-82,-82,-82,-82,-82,-82,-83,-83,-83,-83,-83,-83,-83,-83,-83,-83,-83,-84,-85,-85,-85,-85,-86,-86,-87,-87,-87,-87,-87,-87,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-89,-89,212.72125,177.8522,0
-38,-38,-38,-39,-39,-40,-40,-40,-40,-40,-40,-43,-61,-61,-63,-65,-65,-67,-69,-71,-72,-72,-73,-73,-73,-73,-73,-74,-74,-74,-74,-75,-75,-75,-75,-76,-76,-78,-78,-78,-78,-79,-79,-79,-79,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-81,-81,-81,-81,-82,-82,-82,-82,-83,-83,-83,-83,-83,-83,-83,-83,-83,-84,-84,-85,-85,-85,-85,-86,-87,-87,-87,-87,-87,-87,-87,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-89,-89,-89,-89,208.54877,173.30847,0
-39,-45,-45,-46,-46,-47,-48,-48,-48,-48,-48,-49,-54,-61,-62,-63,-64,-64,-65,-66,-69,-69,-69,-69,-70,-72,-73,-74,-74,-74,-74,-74,-75,-75,-75,-75,-75,-75,-75,-76,-76,-77,-77,-77,-77,-77,-78,-78,-78,-78,-78,-78,-78,-78,-78,-78,-78,-79,-79,-80,-81,-81,-81,-81,-82,-83,-83,-83,-83,-83,-83,-84,-84,-84,-84,-84,-85,-85,-85,-86,-87,-87,-87,-87,-87,-87,-88,-88,-88,-88,-88,-88,-88,-88,-88,-89,-89,-89,-89,-89,208.54877,173.30847,0
-45,-45,-45,-46,-46,-47,-48,-49,-49,-49,-49,-49,-57,-57,-59,-61,-61,-63,-63,-63,-63,-64,-64,-64,-65,-66,-69,-69,-69,-70,-72,-72,-72,-72,-72,-73,-74,-74,-75,-75,-77,-77,-77,-77,-77,-78,-78,-78,-78,-78,-78,-78,-79,-80,-80,-80,-81,-81,-81,-81,-81,-81,-81,-81,-82,-83,-83,-83,-83,-83,-83,-84,-84,-85,-85,-86,-87,-87,-87,-87,-87,-87,-87,-87,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-89,-89,-89,208.54877,173.30847,0
-45,-46,-46,-46,-46,-46,-54,-54,-54,-54,-54,-55,-56,-56,-58,-60,-61,-61,-63,-64,-65,-66,-66,-67,-68,-68,-68,-69,-70,-72,-72,-73,-73,-75,-75,-75,-75,-75,-76,-77,-78,-78,-78,-78,-78,-78,-78,-78,-78,-79,-79,-79,-80,-80,-80,-80,-81,-81,-81,-81,-81,-81,-82,-82,-82,-83,-83,-83,-83,-83,-83,-83,-83,-83,-83,-83,-83,-83,-84,-84,-85,-85,-87,-87,-87,-87,-87,-87,-87,-87,-87,-88,-88,-88,-88,-88,-88,-88,-88,-88,208.54877,173.30847,0
-39,-39,-39,-40,-40,-40,-50,-51,-51,-51,-52,-55,-56,-60,-60,-61,-63,-67,-67,-69,-70,-71,-71,-71,-71,-71,-72,-72,-73,-73,-74,-74,-74,-75,-75,-76,-76,-76,-76,-76,-77,-77,-77,-77,-77,-78,-78,-78,-78,-79,-79,-79,-79,-79,-80,-80,-80,-80,-81,-81,-81,-81,-81,-81,-81,-82,-82,-82,-82,-82,-82,-82,-83,-83,-83,-83,-83,-83,-83,-83,-84,-84,-84,-84,-84,-84,-84,-85,-86,-87,-87,-87,-87,-87,-87,-88,-88,-88,-88,-88,210.61441,172.55766,0
-39,-40,-40,-40,-41,-41,-47,-49,-52,-52,-52,-52,-52,-56,-61,-61,-64,-67,-67,-68,-69,-69,-69,-69,-70,-70,-70,-72,-72,-73,-73,-73,-74,-74,-75,-75,-75,-76,-76,-77,-77,-77,-78,-79,-79,-79,-79,-79,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-81,-81,-81,-81,-81,-81,-82,-82,-82,-82,-82,-83,-83,-83,-83,-83,-84,-84,-85,-86,-86,-87,-87,-87,-87,-87,-87,-87,-87,-87,-87,-87,-87,-88,-88,-88,-88,-88,-88,-88,-88,210.61441,172.55766,0
-38,-39,-39,-40,-40,-41,-46,-46,-46,-46,-46,-46,-52,-56,-61,-65,-65,-65,-65,-65,-65,-66,-67,-67,-68,-68,-70,-72,-72,-72,-73,-74,-74,-75,-75,-75,-75,-75,-75,-75,-76,-76,-76,-76,-76,-77,-77,-77,-77,-77,-77,-77,-79,-79,-79,-79,-79,-79,-79,-80,-80,-80,-80,-80,-80,-81,-81,-81,-82,-82,-82,-82,-82,-83,-84,-85,-85,-86,-86,-87,-87,-87,-87,-87,-87,-87,-87,-87,-87,-87,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,210.61441,172.55766,0
-42,-44,-44,-44,-45,-45,-49,-50,-50,-50,-50,-50,-51,-51,-52,-53,-53,-53,-53,-53,-53,-53,-53,-54,-54,-55,-56,-57,-57,-57,-57,-57,-57,-58,-58,-59,-59,-59,-60,-60,-60,-61,-61,-61,-62,-63,-63,-63,-63,-64,-64,-64,-64,-64,-65,-65,-65,-65,-65,-65,-66,-66,-66,-66,-67,-67,-67,-68,-68,-69,-69,-69,-70,-70,-71,-71,-72,-72,-72,-73,-73,-73,-73,-73,-73,-73,-73,-73,-74,-74,-74,-74,-74,-74,-75,-76,-76,-76,-76,-76,106.65901,154.62952,0
-41,-41,-42,-43,-43,-43,-45,-48,-50,-50,-50,-50,-50,-50,-50,-52,-52,-52,-53,-53,-53,-53,-53,-53,-53,-53,-55,-55,-56,-58,-58,-58,-58,-59,-61,-61,-62,-62,-62,-63,-63,-63,-63,-63,-63,-64,-65,-65,-65,-65,-65,-65,-65,-65,-66,-66,-66,-67,-67,-67,-68,-68,-68,-69,-69,-70,-71,-71,-71,-72,-72,-72,-73,-73,-73,-73,-73,-74,-74,-74,-75,-75,-76,-76,-76,-76,-76,-76,-76,-76,-76,-76,-77,-78,-78,-78,-78,-78,-78,-79,106.65901,154.62952,0
-43,-48,-48,-48,-48,-48,-48,-48,-48,-49,-50,-50,-51,-51,-52,-52,-52,-53,-53,-53,-53,-55,-57,-57,-57,-57,-57,-57,-57,-58,-58,-58,-58,-58,-58,-58,-58,-58,-59,-59,-59,-59,-61,-61,-63,-63,-63,-64,-65,-65,-65,-65,-65,-66,-66,-66,-67,-67,-67,-68,-68,-68,-68,-69,-69,-70,-70,-70,-71,-71,-72,-72,-73,-73,-73,-73,-73,-74,-74,-74,-75,-77,-77,-78,-78,-78,-78,-78,-79,-79,-79,-79,-79,-79,-80,-80,-80,-80,-80,-80,115.2423,160.89748,0
-43,-43,-49,-50,-51,-52,-52,-53,-53,-53,-53,-55,-55,-56,-56,-56,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-58,-59,-59,-59,-59,-59,-59,-59,-59,-60,-60,-60,-61,-61,-61,-61,-63,-63,-65,-65,-65,-65,-65,-65,-66,-66,-66,-67,-67,-67,-68,-69,-69,-69,-69,-69,-69,-70,-70,-70,-70,-71,-71,-71,-71,-71,-71,-71,-71,-72,-72,-72,-72,-72,-73,-73,-73,-73,-73,-74,-74,-74,-74,-74,-75,-77,-77,-78,-78,-78,-78,-78,-79,115.2423,160.89748,0
-47,-48,-48,-49,-50,-50,-50,-50,-51,-52,-52,-53,-53,-54,-54,-55,-55,-56,-56,-57,-57,-57,-57,-57,-58,-58,-58,-58,-58,-58,-58,-59,-59,-60,-60,-60,-60,-61,-61,-61,-62,-62,-62,-63,-63,-64,-64,-64,-65,-65,-65,-65,-65,-65,-65,-67,-68,-70,-71,-71,-71,-71,-71,-72,-72,-72,-73,-74,-74,-74,-74,-74,-74,-74,-75,-75,-75,-75,-75,-75,-76,-76,-76,-76,-77,-77,-77,-78,-78,-78,-78,-78,-78,-78,-79,-79,-80,-80,-80,-80,115.2423,160.89748,0
-49,-49,-50,-50,-50,-53,-54,-54,-55,-55,-55,-55,-55,-55,-55,-55,-55,-56,-56,-56,-57,-57,-57,-57,-57,-58,-58,-58,-58,-58,-58,-59,-59,-59,-59,-59,-59,-59,-61,-62,-62,-62,-62,-62,-63,-63,-63,-64,-64,-65,-65,-65,-65,-66,-67,-68,-69,-70,-72,-72,-72,-72,-73,-73,-73,-74,-74,-74,-74,-74,-75,-75,-75,-75,-75,-75,-75,-75,-76,-76,-76,-76,-76,-76,-76,-77,-77,-77,-77,-78,-78,-78,-78,-78,-78,-78,-78,-79,-79,-79,115.2423,160.89748,0
-41,-41,-41,-41,-41,-42,-42,-42,-43,-43,-44,-44,-50,-52,-52,-52,-52,-52,-53,-53,-55,-55,-55,-56,-56,-56,-57,-57,-59,-59,-60,-63,-63,-65,-66,-68,-68,-69,-70,-70,-71,-72,-72,-72,-73,-73,-73,-73,-73,-73,-73,-73,-73,-74,-74,-74,-74,-75,-75,-75,-75,-75,-75,-75,-76,-76,-76,-77,-77,-77,-79,-79,-79,-79,-80,-80,-81,-81,-82,-82,-82,-83,-83,-83,-83,-84,-85,-85,-85,-85,-85,-86,-86,-87,-87,-87,-87,-88,-88,-88,42.03881,188.21054,0
-41,-46,-47,-47,-47,-47,-47,-47,-48,-48,-48,-49,-50,-51,-52,-52,-52,-52,-52,-52,-52,-52,-52,-53,-54,-55,-59,-61,-62,-63,-63,-64,-64,-65,-67,-67,-67,-68,-68,-68,-68,-68,-69,-70,-70,-70,-70,-70,-71,-71,-71,-71,-71,-72,-72,-72,-73,-73,-73,-73,-73,-73,-73,-73,-75,-75,-76,-76,-77,-77,-77,-78,-80,-80,-80,-81,-81,-82,-82,-82,-82,-82,-83,-83,-83,-83,-84,-84,-85,-85,-85,-85,-85,-85,-86,-87,-87,-88,-88,-88,42.03881,188.21054,0
-41,-43,-44,-46,-46,-46,-47,-49,-49,-50,-50,-50,-50,-52,-52,-52,-52,-52,-53,-53,-57,-58,-59,-61,-61,-62,-62,-62,-63,-63,-63,-64,-65,-67,-67,-68,-68,-68,-68,-68,-68,-68,-68,-68,-69,-69,-70,-70,-71,-72,-72,-72,-72,-72,-72,-72,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-74,-74,-75,-76,-76,-76,-76,-76,-77,-77,-77,-77,-78,-80,-81,-81,-82,-82,-82,-83,-84,-84,-85,-85,-87,-88,-88,-88,-88,-88,-88,-89,-89,47.679752,178.77545,0
-46,-51,-52,-52,-52,-52,-52,-52,-54,-54,-55,-56,-56,-56,-57,-58,-60,-60,-62,-62,-63,-63,-63,-63,-64,-64,-64,-64,-64,-65,-65,-66,-66,-66,-66,-67,-67,-67,-67,-67,-68,-68,-68,-68,-69,-69,-69,-70,-71,-71,-71,-71,-71,-71,-72,-72,-72,-72,-72,-72,-72,-72,-73,-73,-73,-73,-73,-73,-74,-74,-74,-75,-75,-75,-76,-77,-77,-77,-78,-78,-80,-81,-82,-82,-82,-83,-84,-84,-85,-85,-87,-87,-88,-88,-88,-88,-88,-89,-89,-89,47.679752,178.77545,0
-44,-48,-49,-51,-56,-58,-58,-61,-62,-62,-62,-64,-64,-64,-64,-64,-64,-66,-66,-68,-69,-72,-72,-74,-74,-74,-75,-75,-75,-75,-75,-75,-76,-76,-76,-77,-77,-77,-78,-78,-79,-79,-79,-79,-79,-79,-79,-80,-80,-81,-82,-83,-83,-83,-83,-83,-83,-83,-83,-83,-83,-83,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-85,-85,-85,-85,-85,-85,-85,-85,-85,-85,-86,-86,-86,-86,-86,-86,-86,-87,-87,-87,-87,-87,-87,-87,-87,-87,-87,-87,158.03893,75.00506,0
-48,-49,-49,-53,-54,-57,-59,-61,-62,-63,-64,-66,-66,-68,-69,-69,-70,-71,-72,-72,-72,-72,-72,-73,-73,-73,-73,-74,-74,-75,-76,-76,-77,-77,-77,-77,-78,-79,-79,-79,-79,-79,-79,-79,-80,-80,-80,-80,-80,-81,-81,-81,-82,-82,-82,-82,-82,-82,-82,-83,-83,-83,-83,-83,-83,-83,-84,-84,-84,-84,-84,-84,-84,-85,-85,-85,-85,-85,-85,-86,-86,-86,-86,-86,-86,-86,-86,-86,-87,-87,-87,-87,-87,-87,-87,-87,-87,-87,-87,-88,154.84944,75.82124,0
-44,-46,-47,-47,-48,-49,-59,-62,-62,-64,-65,-65,-65,-66,-66,-66,-66,-66,-66,-69,-70,-72,-72,-72,-73,-73,-73,-73,-74,-75,-76,-76,-77,-77,-77,-78,-78,-78,-79,-79,-79,-79,-79,-79,-79,-79,-80,-80,-81,-81,-81,-82,-82,-82,-82,-82,-82,-82,-83,-83,-83,-83,-83,-83,-83,-83,-83,-83,-84,-84,-84,-84,-84,-85,-85,-85,-85,-85,-86,-86,-86,-86,-86,-87,-87,-87,-87,-87,-87,-87,-87,-87,-88,-88,-88,-88,-88,-88,-89,-89,154.84944,75.82124,0
-45,-46,-47,-47,-49,-54,-57,-63,-64,-64,-67,-68,-68,-68,-68,-68,-68,-68,-69,-69,-70,-70,-70,-70,-70,-71,-73,-74,-75,-75,-76,-76,-77,-77,-77,-78,-79,-79,-79,-79,-79,-79,-79,-80,-80,-80,-81,-81,-81,-82,-82,-82,-82,-82,-82,-82,-83,-83,-83,-83,-83,-83,-83,-83,-83,-83,-83,-83,-83,-83,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-85,-85,-85,-85,-85,-86,-86,-86,-86,-86,-86,-87,-87,-87,-87,-87,-88,-88,-88,151.31499,75.86274,0
-43,-44,-46,-49,-54,-55,-55,-57,-64,-64,-66,-66,-68,-70,-70,-70,-71,-71,-73,-75,-75,-75,-75,-75,-75,-75,-75,-76,-76,-76,-76,-76,-77,-77,-79,-79,-79,-79,-79,-79,-79,-79,-80,-80,-80,-80,-80,-80,-80,-81,-81,-81,-81,-81,-81,-81,-82,-82,-82,-82,-82,-82,-82,-83,-83,-83,-83,-83,-83,-83,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-85,-85,-85,-85,-85,-85,-85,-85,-85,-86,-86,-86,-86,-86,-86,-87,-87,-87,-88,-88,151.31499,75.86274,0
-42,-43,-44,-48,-49,-50,-55,-61,-61,-61,-64,-68,-69,-70,-70,-71,-73,-75,-75,-75,-75,-75,-75,-75,-75,-76,-76,-76,-76,-76,-77,-77,-77,-77,-78,-78,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-80,-80,-80,-80,-80,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-83,-83,-83,-83,-83,-83,-83,-83,-84,-84,-84,-84,-84,-84,-84,-85,-85,-85,-85,-85,-85,-85,-85,-86,-86,-86,-86,-87,151.31499,75.86274,0
-43,-44,-45,-51,-52,-53,-55,-56,-57,-59,-61,-63,-65,-67,-68,-68,-69,-70,-70,-70,-71,-72,-72,-73,-73,-75,-76,-76,-77,-77,-77,-77,-77,-77,-77,-78,-78,-78,-79,-79,-79,-79,-79,-79,-79,-79,-79,-80,-80,-81,-81,-81,-81,-81,-81,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-83,-83,-83,-83,-83,-83,-83,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-85,-85,-85,-85,-85,-85,-85,-85,-86,-86,-86,-86,-86,-86,-86,146.07811,76.74492,0
-50,-51,-52,-53,-53,-54,-54,-56,-56,-60,-60,-61,-65,-65,-66,-68,-69,-70,-70,-70,-71,-72,-74,-74,-75,-75,-76,-76,-77,-77,-77,-78,-78,-79,-79,-79,-79,-79,-79,-79,-79,-80,-80,-81,-81,-81,-81,-81,-81,-81,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-83,-83,-83,-83,-83,-83,-83,-83,-83,-83,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-85,-85,-85,-85,-85,-85,-86,-86,-86,-86,-86,-86,-86,-87,146.07811,76.74492,0
-51,-51,-52,-53,-53,-54,-56,-57,-57,-58,-59,-60,-60,-65,-67,-68,-70,-70,-71,-71,-74,-75,-76,-76,-77,-77,-77,-77,-77,-77,-77,-77,-77,-78,-78,-78,-78,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-80,-80,-80,-80,-80,-80,-80,-80,-80,-81,-81,-81,-81,-81,-81,-81,-81,-82,-82,-82,-82,-82,-82,-82,-83,-83,-83,-83,-83,-84,-84,-84,-84,-84,-84,-84,-85,-85,-85,-85,-85,-86,-86,-86,-86,-86,-86,-86,-87,146.07811,76.74492,0
-49,-49,-51,-51,-51,-52,-53,-55,-56,-57,-58,-60,-65,-66,-67,-68,-68,-69,-70,-70,-71,-71,-71,-72,-75,-76,-77,-77,-77,-77,-77,-77,-77,-78,-78,-78,-78,-78,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-80,-80,-80,-80,-80,-80,-81,-81,-81,-81,-81,-81,-81,-81,-81,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-83,-83,-83,-83,-83,-83,-83,-83,-83,-83,-84,-84,-84,-84,-84,-85,-85,-85,-86,-86,-86,-86,-86,-86,-86,-86,141.20386,78.13503,0
-43,-44,-50,-52,-53,-55,-56,-56,-57,-58,-58,-61,-64,-68,-68,-70,-70,-70,-71,-71,-74,-74,-74,-74,-74,-74,-74,-75,-75,-75,-75,-75,-76,-77,-77,-77,-78,-78,-78,-79,-79,-79,-79,-79,-80,-80,-80,-80,-80,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-83,-83,-83,-83,-83,-83,-83,-83,-83,-84,-84,-84,-84,-84,-84,-84,-85,-86,-86,-86,-86,-86,-86,-87,-87,-87,141.20386,78.13503,0
-47,-48,-49,-50,-51,-52,-53,-54,-55,-56,-57,-65,-68,-68,-68,-69,-70,-70,-71,-71,-73,-73,-73,-73,-74,-74,-75,-75,-75,-76,-76,-76,-77,-77,-77,-77,-78,-78,-78,-78,-78,-78,-78,-78,-79,-79,-79,-79,-80,-80,-80,-80,-80,-80,-81,-81,-81,-81,-81,-81,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-83,-83,-83,-83,-83,-83,-83,-83,-83,-84,-84,-84,-84,-84,-85,-86,-86,-86,-86,-86,-86,-86,-86,-87,-87,-87,-87,137.1553,78.74492,0
-46,-46,-48,-49,-54,-54,-55,-56,-57,-57,-59,-68,-69,-70,-70,-71,-71,-71,-72,-74,-75,-75,-75,-76,-76,-76,-76,-76,-77,-77,-77,-77,-77,-77,-77,-78,-78,-78,-79,-79,-79,-79,-80,-80,-80,-81,-81,-81,-81,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-83,-83,-83,-83,-83,-83,-83,-83,-84,-84,-84,-84,-85,-85,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-87,-87,-87,-87,-87,-87,-87,-87,-87,137.1553,78.74492,0
-45,-45,-47,-48,-51,-55,-56,-56,-57,-57,-58,-59,-68,-70,-70,-71,-71,-72,-75,-75,-75,-75,-76,-76,-76,-76,-76,-76,-76,-77,-77,-77,-77,-77,-77,-78,-78,-78,-78,-78,-78,-78,-79,-79,-79,-79,-80,-80,-80,-80,-80,-81,-81,-81,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-83,-83,-83,-83,-83,-83,-83,-83,-83,-83,-84,-84,-84,-84,-85,-85,-85,-86,-86,-86,-86,-86,-86,-86,-86,-87,-87,-87,-87,-87,137.1553,78.74492,0
-36,-39,-43,-44,-47,-48,-53,-57,-59,-63,-65,-68,-68,-70,-70,-71,-71,-73,-73,-73,-73,-74,-74,-75,-75,-75,-75,-77,-77,-77,-77,-77,-78,-78,-78,-78,-78,-78,-78,-79,-79,-79,-79,-79,-79,-79,-79,-79,-80,-80,-80,-80,-80,-80,-80,-81,-81,-81,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-83,-83,-83,-83,-83,-83,-83,-83,-83,-84,-84,-84,-84,-84,-84,-84,-85,-85,-86,-86,-86,-86,-86,-86,-86,-86,-86,-87,-87,137.1553,78.74492,0
-39,-39,-39,-43,-46,-51,-57,-59,-60,-64,-66,-66,-67,-68,-68,-68,-69,-70,-70,-70,-70,-70,-71,-71,-71,-71,-71,-74,-75,-75,-75,-75,-75,-75,-77,-77,-78,-78,-78,-78,-78,-78,-78,-78,-78,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-80,-80,-80,-80,-80,-80,-81,-81,-82,-82,-82,-82,-82,-82,-82,-82,-82,-83,-83,-83,-83,-83,-83,-83,-84,-84,-84,-84,-84,-85,-85,-86,-86,-86,-86,-86,-86,-86,130.6911,79.61213,0
-38,-39,-40,-41,-45,-46,-51,-62,-63,-66,-66,-67,-68,-68,-69,-69,-69,-69,-69,-69,-70,-70,-70,-70,-71,-71,-71,-73,-73,-74,-74,-74,-74,-74,-74,-75,-75,-75,-75,-75,-77,-77,-77,-78,-79,-79,-79,-79,-79,-79,-79,-79,-79,-80,-80,-80,-80,-80,-81,-81,-81,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-83,-83,-83,-83,-83,-83,-83,-83,-83,-83,-84,-84,-84,-84,-84,-84,-84,-84,-84,-85,-85,-85,-85,-85,-85,-86,130.6911,79.61213,0
-35,-35,-37,-37,-38,-39,-54,-65,-66,-66,-67,-67,-67,-67,-68,-68,-69,-70,-70,-70,-71,-71,-71,-71,-71,-71,-71,-71,-72,-73,-73,-73,-74,-74,-74,-74,-74,-74,-74,-75,-75,-75,-75,-75,-75,-75,-75,-76,-76,-76,-77,-77,-77,-77,-77,-77,-77,-77,-78,-78,-79,-79,-79,-79,-80,-80,-81,-81,-81,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-83,-83,-83,-83,-83,-83,-83,-83,-84,-84,-84,-84,-85,-85,-86,-86,-86,130.6911,79.61213,0
-35,-37,-37,-46,-48,-52,-57,-61,-65,-65,-65,-66,-66,-66,-66,-66,-67,-67,-68,-68,-68,-69,-70,-70,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-72,-72,-72,-72,-73,-73,-74,-74,-74,-74,-75,-75,-76,-76,-76,-76,-77,-77,-77,-77,-78,-78,-78,-79,-79,-79,-79,-79,-79,-79,-79,-80,-80,-80,-81,-81,-81,-82,-82,-82,-82,-82,-82,-82,-82,-83,-83,-83,-84,-86,-86,-86,-86,-87,-87,-87,-87,-87,-87,-87,-87,-87,-87,-88,-88,-89,130.6911,79.61213,0
-37,-39,-39,-46,-48,-48,-53,-61,-63,-64,-64,-64,-64,-65,-65,-65,-65,-66,-68,-68,-69,-69,-70,-70,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-72,-72,-73,-73,-73,-73,-73,-73,-74,-74,-74,-75,-76,-76,-76,-76,-76,-77,-77,-77,-78,-78,-78,-78,-79,-79,-79,-79,-79,-79,-79,-79,-80,-80,-81,-81,-81,-82,-82,-82,-82,-82,-83,-83,-83,-83,-84,-84,-84,-84,-85,-86,-86,-86,-86,-86,-87,-87,-87,-87,-87,-87,-87,-87,-88,130.6911,79.61213,0
-38,-39,-45,-46,-47,-48,-54,-61,-62,-62,-62,-62,-62,-63,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-66,-66,-66,-67,-68,-68,-68,-68,-68,-69,-69,-69,-69,-70,-70,-70,-70,-70,-70,-71,-71,-71,-71,-73,-76,-77,-77,-77,-77,-77,-78,-78,-78,-78,-78,-78,-78,-78,-78,-78,-78,-78,-78,-78,-79,-80,-81,-81,-82,-82,-82,-83,-83,-83,-83,-83,-84,-84,-84,-85,-85,-85,-86,-86,-86,-86,-86,-86,-87,-87,-87,-87,-87,-87,-87,-87,130.6911,79.61213,0
